gene_claim_name	gene_name	entrez_id	gene_claim_source
P09693	CD3G	917	TdgClinicalTrial
ENSG00000279419			Ensembl
ENSG00000234568	BIN2P1	345258	Ensembl
ENSG00000070404	FSTL3	10272	Ensembl
ALDH2	ALDH2	217	NCI
41	BDKRB1	623	GuideToPharmacologyInteractions
208	ADGRL3	23284	GuideToPharmacologyGenes
ENSG00000110921	MVK	4598	Ensembl
ENSG00000172594	SMPDL3A	10924	HingoraniCasas
ENSG00000277578			Ensembl
ENSG00000279584			Ensembl
ENSG00000225344			Ensembl
ENSG00000266502	MIR5681A	100847058	Ensembl
ENSG00000132155	RAF1	5894	HingoraniCasas
ENSG00000267233	HNRNPA3P16	100421451	Ensembl
GPR158	GPR158	57512	GO
ENSG00000267228	IER3IP1	51124	Ensembl
ENSG00000172845	SP3	6670	Ensembl
ENSG00000241493			Ensembl
ENSG00000197594	ENPP1	5167	HingoraniCasas
XPNPEP2	XPNPEP2	7512	GO
ENSG00000236718	RBMY2QP	379006	Ensembl
ENSG00000262343			Ensembl
ENSG00000280752	LINC00850	101241891	Ensembl
ENSG00000147432	CHRNB3	1142	RussLampel
TTC8	TTC8	123016	GO
1864	PTPRQ	374462	GuideToPharmacologyGenes
ENSG00000251756	RNA5SP385	100873640	Ensembl
ENSG00000010810	FYN	2534	RussLampel
ENSG00000170486	KRT72	140807	Ensembl
ENSG00000196344	ADH7	131	HingoraniCasas
ENSG00000251061	LINC02512	107986241	Ensembl
ENSG00000099203	TMED1	11018	HingoraniCasas
ENSG00000263342			Ensembl
ENSG00000164309	CMYA5	202333	Ensembl
Q9BTV5	FSD1	79187	HopkinsGroom
ENSG00000095713	CRTAC1	55118	RussLampel
ENSG00000068903	SIRT2	22933	HingoraniCasas
ENSG00000102218	RP2	6102	Ensembl
ENSG00000226431			Ensembl
ENSG00000010438	PRSS3	5646	RussLampel
ENSG00000257743	MGAM2	93432	HingoraniCasas
ENSG00000089050	RBBP9	10741	HingoraniCasas
ENSG00000222067	RNU4-86P	106481199	Ensembl
ENSG00000281560	LSINCT5	101234261	Ensembl
P08183	ABCB1	5243	TEND
ENSG00000173239	LIPM	340654	Ensembl
ENSG00000230622	UQCRHP1	100130756	Ensembl
KCNA1	KCNA1	3736	GO
ENSG00000187857	OR6C75	390323	Ensembl
ENSG00000258083	OR9A4	130075	Ensembl
ENSG00000207837	MIR517B	574483	Ensembl
ENSG00000166825	ANPEP	290	RussLampel
MT-CO1	MT-CO1	4512	NCI
ENSG00000024048	UBR2	23304	Ensembl
IL1A	IL1A	3552	GO
ENSG00000180777	ANKRD30B	374860	Ensembl
ENSG00000279923			Ensembl
ENSG00000188439	OR4P1P	79308	RussLampel
ENSG00000135414	GDF11	10220	Ensembl
ENSG00000081985	IL12RB2	3595	Ensembl
ENSG00000252179	RNA5SP255	100873509	Ensembl
ENSG00000239263	RBM43P1	100131568	Ensembl
ENSG00000253187	HOXA10-AS	100874323	Ensembl
ENSG00000206969	RNU6-1316P	106480140	Ensembl
ENSG00000259353			Ensembl
ENSG00000230435			Ensembl
ENSG00000242435	UPK3BP1	107080637	Ensembl
ENSG00000240936	RN7SL554P	106479423	Ensembl
ENSG00000165810	BTNL9	153579	Ensembl
2418	ST14	6768	GuideToPharmacologyGenes
ATP7B	ATP7B	540	GO
ENSG00000237746	ZNF101P1	100419867	Ensembl
ENSG00000197036			RussLampel
ENSG00000230132			Ensembl
ENSG00000100280	AP1B1	162	Ensembl
ENSG00000274969	MIR6771	102465462	Ensembl
916	SLC5A2	6524	GuideToPharmacologyInteractions
ENSG00000212939			Ensembl
ENSG00000239886	KRTAP9-2	83899	Ensembl
ENSG00000135446	CDK4	1019	Ensembl
ENSG00000212560	RNU6-630P	106481380	Ensembl
84132	USP42	84132	dGene
ENSG00000233417			Ensembl
ENSG00000134851	TMEM165	55858	Ensembl
USP16	USP16	10600	GO
KIAA0533	LAMA5	3911	ChemblInteractions
ENSG00000249231	CASC16	643714	Ensembl
ENSG00000103064	SLC7A6	9057	RussLampel
ADRB3R	ADRB3	155	ChemblInteractions
ENSG00000270560	APOOP1	100286948	Ensembl
ENSG00000186184	POLR1D	51082	Ensembl
ENSG00000153827	TRIP12	9320	Ensembl
ENSG00000200914	RNA5SP435	106479013	Ensembl
NTRK3	NTRK3	4916	GO
ENSG00000201365			Ensembl
ENSG00000138759	FRAS1	80144	Ensembl
GABBR1	GABBR1	2550	NCI
ENSG00000283950	MIR6791	102465474	Ensembl
IAPP	IAPP	3375	GO
ENSG00000212538			Ensembl
P22748	CA4	762	TEND
ENSG00000168070	MAJIN	283129	Ensembl
ENSG00000115353	TACR1	6869	HingoraniCasas
ENSG00000127564	PKMYT1	9088	HingoraniCasas
403	HCN4	10021	GuideToPharmacologyGenes
ENSG00000254865			Ensembl
ENSG00000179141	MTUS2-AS1	100874107	Ensembl
ENSG00000211781	TRAV7	28686	Ensembl
ENSG00000241765	RPS26P45	100271570	Ensembl
IL8RB	CXCR2	3579	ChemblInteractions
TTDS00208	DHFR	1719	TTD
1184	SLC39A5	283375	GuideToPharmacologyGenes
XIAP	XIAP	331	ClearityFoundationClinicalTrial
CACH2	CACNA1C	775	ChemblInteractions
ENSG00000273600			Ensembl
ENSG00000243817	RN7SL189P	106480973	Ensembl
ENSG00000205903	ZNF316	100131017	Ensembl
SDC2	SDC2	6383	GO
ENSG00000259136			Ensembl
ENSG00000226482	ADIPOQ-AS1	100874095	Ensembl
ENSG00000231750	NANOGP10	349372	Ensembl
NLRP3	NLRP3	114548	NCI
ENSG00000172939	OXSR1	9943	RussLampel
SLC38A5	SLC38A5	92745	GO
ENSG00000253010	RN7SKP256	106480911	Ensembl
ENSG00000260212			Ensembl
ENSG00000213033	AURKAPS1	6791	Ensembl
ENSG00000228973			Ensembl
ENSG00000101152	DNAJC5	80331	Ensembl
ENSG00000250665			Ensembl
ABCC6	ABCC6	368	GO
ENSG00000173338	KCNK7	10089	HingoraniCasas
ENSG00000252892	RNU6-548P	106481354	Ensembl
ENSG00000253517	XRCC6P4	100422546	Ensembl
ADCY2	ADCY2	108	GO
IDH2	IDH2	3418	FoundationOneGenes
ENSG00000115232	ITGA4	3676	HingoraniCasas
ENSG00000168807	SNTB2	6645	Ensembl
NUP54	NUP54	53371	GO
Q9H1R3	MYLK2	85366	HopkinsGroom
ENSG00000255201			Ensembl
ENSG00000231207			Ensembl
ENSG00000224630			Ensembl
ENSG00000214890			Ensembl
ENSG00000197140	ADAM32	203102	Ensembl
ENSG00000136044	APPL2	55198	Ensembl
ENSG00000175336	APOF	319	Ensembl
ENSG00000160439	RDH13	112724	RussLampel
PIK3CB	PIK3CB	5291	MskImpact
ENSG00000252542	SNORD36C	26813	Ensembl
FAM26F	CALHM6	441168	GO
ENSG00000185390	FGF7P2	394217	Ensembl
ENSG00000139697	SBNO1	55206	Ensembl
ENSG00000235285	SMIM2-IT1	100874377	Ensembl
ENSG00000124693	HIST1H3B	8358	HingoraniCasas
Q13085	ACACA	31	HopkinsGroom
2388	PCSK9	255738	GuideToPharmacologyInteractions
ENSG00000240361	OR4G11P	403263	Ensembl
ENSG00000207705	MIR129-1	406917	Ensembl
ENSG00000284433	MIR1914	100302137	Ensembl
ENSG00000139675	HNRNPA1L2	144983	Ensembl
ENSG00000125875	TBC1D20	128637	Ensembl
ENSG00000244227	LRRC77P	646168	Ensembl
ENSG00000122641	INHBA	3624	HingoraniCasas
ENSG00000224426	SLC31A1P1	117151	Ensembl
ENSG00000283795	MIR4426	100616345	Ensembl
ENSG00000214124	SNRPEP9	100874416	Ensembl
TTDS00030	ADRA1D	146	TTD
9288	TAAR3P	9288	dGene
1150	SLC35D2	11046	GuideToPharmacologyGenes
SCRIB	SCRIB	23513	GO
ENSG00000223575	RBMX2P3	100421047	Ensembl
6870	TACR3	6870	dGene
HNRNPAB	HNRNPAB	3182	GO
H0YJX3			GO
ENSG00000242390	RPL6P9	100270847	Ensembl
ENSG00000254521	SIGLEC12	89858	HingoraniCasas
ENSG00000228630	HOTAIR	100124700	Ensembl
ENSG00000172209	GPR22	2845	HingoraniCasas
ENSG00000257354			Ensembl
ENSG00000276006	REXO1L12P	100289448	Ensembl
ENSG00000240905	RN7SL798P	106480533	Ensembl
Q8NGE1	OR6C4	341418	HopkinsGroom
P03956	MMP1	4312	HopkinsGroom
ENSG00000176658	MYO1D	4642	Ensembl
ENSG00000135100	HNF1A	6927	Ensembl
ENSG00000100109	TFIP11	24144	Ensembl
ENSG00000246115	SUPT4H1P2	100287625	Ensembl
P53778	MAPK12	6300	HopkinsGroom
ENSG00000233681	CEACAMP1	1090	Ensembl
P26006	ITGA3	3675	HopkinsGroom
O14965	AURKA	6790	HopkinsGroom
ENSG00000231663			Ensembl
ENSG00000227679			Ensembl
ENSG00000224054			Ensembl
ENSG00000277327	SPDYE20P	101060280	Ensembl
ENSG00000109424	UCP1	7350	Ensembl
ENSG00000266824			Ensembl
GNAQ	GNAQ	2776	DoCM
ENSG00000133119	RFC3	5983	Ensembl
ENSG00000283366			Ensembl
ENSG00000259529			Ensembl
ENSG00000086288	NME8	51314	RussLampel
ENSG00000242173	ARHGDIG	398	Ensembl
ENSG00000100395	L3MBTL2	83746	Ensembl
2217	STK24	8428	GuideToPharmacologyGenes
ENSG00000236951			Ensembl
ENSG00000213213	CCDC183	84960	Ensembl
ENSG00000267131			Ensembl
TTDC00196	TNFSF13B	10673	TTD
ENSG00000280114			Ensembl
ENSG00000168818	STX18	53407	Ensembl
ENSG00000134917	ADAMTS8	11095	RussLampel
ENSG00000261124			Ensembl
P22732	SLC2A5	6518	TdgClinicalTrial
VN1R17P	VN1R17P	441931	GO
ENSG00000257415			Ensembl
ENSG00000159173	TNNI1	7135	Ensembl
Q8NGL2	OR5L1	219437	HopkinsGroom
ENSG00000135838	NPL	80896	Ensembl
Q14142	TRIM14	9830	HopkinsGroom
ENSG00000203392			Ensembl
ENSG00000251843	RNU6-803P	106481434	Ensembl
ENSG00000174721	FGFBP3	143282	HingoraniCasas
ENSG00000124257	NEURL2	140825	Ensembl
OR2A5	OR2A5	393046	GO
ENSG00000248227	LINC02513	105374410	Ensembl
SMUG1	SMUG1	23583	GO
ENSG00000177045	SIX5	147912	Ensembl
ENSG00000257242	LINC01619	256021	Ensembl
ENSG00000283680			Ensembl
ENSG00000236109			Ensembl
NPC2	NPC2	10577	GO
ENSG00000283095			Ensembl
ENSG00000207160	RNU6-1289P	106481587	Ensembl
Q5XLA6	CARD17	440068	HopkinsGroom
P08559	PDHA1	5160	TdgClinicalTrial
ENSG00000230322			Ensembl
ENSG00000211691	TRGJP	6970	Ensembl
ENSG00000229900	HSPD1P21	100462990	Ensembl
ENSG00000205362	MT1A	4489	Ensembl
FBN1	FBN1	2200	GO
IGHV3OR15-7	IGHV3OR15-7	28318	GO
ENSG00000161888	SPC24	147841	Ensembl
ENSG00000216060	MIR934	100126324	Ensembl
ENSG00000116005	PCYOX1	51449	HingoraniCasas
ENSG00000139679	LPAR6	10161	RussLampel
ENSG00000284082	MIR7109	102465666	Ensembl
2204	SPHK1	8877	GuideToPharmacologyInteractions
ENSG00000055208	TAB2	23118	Ensembl
ATF1	ATF1	466	GO
ENSG00000169184	MN1	4330	Ensembl
ENSG00000214042	IFNA7	3444	HingoraniCasas
ENSG00000254338	MAFA-AS1	104326051	Ensembl
ENSG00000105472	CLEC11A	6320	HingoraniCasas
ENSG00000228669	LINC00448	100874176	Ensembl
ENSG00000173020	GRK2	156	HingoraniCasas
ENSG00000232560	LINC01549	100505929	Ensembl
P20309	CHRM3	1131	HopkinsGroom
ENSG00000133773	CCDC59	29080	Ensembl
1990	CELA1	1990	dGene
ENSG00000279213	SNX18P10	100419040	Ensembl
ENSG00000249600			Ensembl
ENSG00000217557			Ensembl
ENSG00000046774	MAGEC2	51438	Ensembl
ENSG00000229044			Ensembl
ENSG00000284424	MIR4724	100616248	Ensembl
ENSG00000182400	TRAPPC6B	122553	Ensembl
ENSG00000207706	MIR518F	574472	Ensembl
ENSG00000236487			Ensembl
RPS6KB2	RPS6KB2	6199	GO
ENSG00000207803	MIR518A1	574488	Ensembl
ENSG00000124564	SLC17A3	10786	Ensembl
CETN2	CETN2	1069	GO
ENSG00000198756	COLGALT2	23127	Ensembl
ENSG00000051382	PIK3CB	5291	Ensembl
ENSG00000165623	UCMA	221044	HingoraniCasas
ENSG00000266312	LINC01927	101927651	Ensembl
ENSG00000215351	PPIAP1	100288185	Ensembl
ENSG00000106077	ABHD11	83451	Ensembl
ENSG00000139719	VPS33A	65082	Ensembl
BRCA2	BRCA2	675	ClearityFoundationBiomarkers
ENSG00000124608	AARS2	57505	Ensembl
ENSG00000274086			Ensembl
ENSG00000267745			Ensembl
ENSG00000265333	MIR3137	100422926	Ensembl
ENSG00000135902	CHRND	1144	Ensembl
ENSG00000276087			Ensembl
ENSG00000283667			Ensembl
ENSG00000278095			Ensembl
ENSG00000139287	TPH2	121278	RussLampel
ENSG00000215871			Ensembl
FCGR3A	FCGR3A	2214	GO
ENSG00000231590			Ensembl
ENSG00000279442			Ensembl
ENSG00000183434	TFDP3	51270	Ensembl
ENSG00000277344	RNU1-6P	106480152	Ensembl
ENSG00000235426			Ensembl
ENSG00000186924	KRTAP22-1	337979	Ensembl
ENSG00000278908			Ensembl
ENSG00000068120	COASY	80347	Ensembl
1957	CAMKK2	10645	GuideToPharmacologyGenes
ENSG00000117308	GALE	2582	HingoraniCasas
LY6G5B	LY6G5B	58496	GO
ENSG00000237351			Ensembl
ENSG00000044574	HSPA5	3309	HingoraniCasas
ENSG00000254430	OR6M3P	79321	Ensembl
Q9HCN6	GP6	51206	TdgClinicalTrial
ENSG00000229647	MYOSLID	105373853	Ensembl
ENSG00000070748	CHAT	1103	HingoraniCasas
Q5XPI4	RNF123	63891	HopkinsGroom
SLC16A6	SLC16A6	9120	GO
O15075	DCLK1	9201	HopkinsGroom
ENSG00000267582			Ensembl
ENSG00000248155			Ensembl
ENSG00000182854	OR4F15	390649	Ensembl
ENSG00000224265			Ensembl
ENSG00000153774	CFDP1	10428	Ensembl
ENSG00000240631	RPL30P12	100271304	Ensembl
ENSG00000228081			Ensembl
219477	OR8J1	219477	dGene
ENSG00000260522			Ensembl
ENSG00000143845	ETNK2	55224	Ensembl
ENSG00000267735			Ensembl
ENSG00000244451			Ensembl
ENSG00000284646			Ensembl
ENSG00000174177	CTU2	348180	Ensembl
ENSG00000108242	CYP2C18	1562	RussLampel
ENSG00000109606	DHX15	1665	Ensembl
ENSG00000267675			Ensembl
ENSG00000278580			Ensembl
ENSG00000215088	RPS5P3	54022	Ensembl
ENSG00000106410	NOBOX	135935	Ensembl
ENSG00000254648			Ensembl
ENSG00000172197	MBOAT1	154141	RussLampel
ENSG00000230543	SNX3P1X	100873884	Ensembl
ENSG00000234446			Ensembl
ENSG00000283972			Ensembl
ENSG00000253115			Ensembl
364	TAAR1	134864	GuideToPharmacologyInteractions
ENSG00000275325	PDCD6IPP1	100861430	Ensembl
KCNS2	KCNS2	3788	BaderLabGenes
1219	SLCO1A2	6579	GuideToPharmacologyGenes
5691	PSMB3	5691	dGene
ENSG00000234601	CHRM3-AS1	100873984	Ensembl
ENSG00000273650			Ensembl
ENSG00000049541	RFC2	5982	Ensembl
ENSG00000236867			Ensembl
ENSG00000213693	SEC14L1P1	729799	Ensembl
GRIN2C	GRIN2C	2905	NCI
PSMC6	PSMC6	5706	GO
ENSG00000259802			Ensembl
PTGS1	PTGS1	5742	NCI
Q92847	GHSR	2693	HopkinsGroom
ENSG00000249000			Ensembl
ENSG00000279717			Ensembl
ENSG00000225218			Ensembl
827	ATP6V0B	533	GuideToPharmacologyGenes
MAK	MAK	4117	BaderLabGenes
ENSG00000244193			Ensembl
ENSG00000165752	STK32C	282974	HingoraniCasas
ENSG00000241362			Ensembl
ENSG00000177602	HASPIN	83903	Ensembl
Q8NGP2	OR8J1	219477	HopkinsGroom
ENSG00000206786	RNU6-701P	106481402	Ensembl
ENSG00000269118	FAM90A28P	100128254	Ensembl
ENSG00000260877			Ensembl
ENSG00000169214	OR6F1	343169	RussLampel
ENSG00000227532			Ensembl
ENSG00000073756	PTGS2	5743	HingoraniCasas
ENSG00000269987			Ensembl
ENSG00000277247			Ensembl
ENSG00000253176			Ensembl
TP53BP1	TP53BP1	7158	GO
ENSG00000198653			RussLampel
ENSG00000233695	GAS6-AS1	650669	Ensembl
ENSG00000225620			Ensembl
TTDS00016			TTD
170689	ADAMTS15	170689	dGene
ENSG00000257226			Ensembl
ENSG00000185900	POMK	84197	RussLampel
ENSG00000251837			Ensembl
ENSG00000161057	PSMC2	5701	Ensembl
ENSG00000273137			Ensembl
ENSG00000110911	SLC11A2	4891	Ensembl
ENSG00000129968	ABHD17A	81926	Ensembl
P22303	ACHE	43	HopkinsGroom
FANCA	FANCA	2175	FoundationOneGenes
PLAT	PLAT	5327	ChemblInteractions
Q8TDL5	BPIFB1	92747	HopkinsGroom
FGR	FGR	2268	NCI
Q9HD43	PTPRH	5794	HopkinsGroom
ENSG00000197394			RussLampel
ENSG00000186297	GABRA5	2558	HingoraniCasas
ENSG00000115694	STK25	10494	HingoraniCasas
ENSG00000251585			Ensembl
ENSG00000223804			Ensembl
ENSG00000275451	MIR6085	102464834	Ensembl
TTDS00116	SLC12A1	6557	TTD
ENSG00000134780	DAGLA	747	Ensembl
ENSG00000130559	CAMSAP1	157922	Ensembl
ENSG00000250080			Ensembl
ENSG00000198312	BMS1P9	653458	Ensembl
166	SUCNR1	56670	GuideToPharmacologyGenes
57			GuideToPharmacologyInteractions
ENSG00000197406	DIO3	1735	HingoraniCasas
376	HTR3D	200909	GuideToPharmacologyGenes
ENSG00000213754			Ensembl
ENSG00000271643			Ensembl
ENSG00000207548	MIR217	406999	Ensembl
ENSG00000187893	CXXC1P1	392459	Ensembl
BCHE	BCHE	590	FDA
ENSG00000168653	NDUFS5	4725	Ensembl
5699	PSMB10	5699	dGene
ENSG00000243592			Ensembl
ENSG00000223881			Ensembl
ENSG00000229926			Ensembl
ENSG00000035720	STAP1	26228	Ensembl
ENSG00000228807	MRPS18CP6	343901	Ensembl
IGKV1-5	IGKV1-5	28299	GO
ENSG00000242657	RN7SL581P	106479434	Ensembl
MGMT	MGMT	4255	CIViC
ENSG00000171811	CFAP46	54777	Ensembl
ENSG00000247675	LRP4-AS1	100507401	Ensembl
TTDS00198	EDNRA	1909	TTD
ENSG00000154639	CXADR	1525	HingoraniCasas
ENSG00000064886	CHI3L2	1117	HingoraniCasas
ENSG00000123268	ATF1	466	Ensembl
ENSG00000104687	GSR	2936	HingoraniCasas
ENSG00000270526	SNRPGP19	106481686	Ensembl
ENSG00000275741			Ensembl
Q15614	OR8G2P	26492	HopkinsGroom
HTR1C	HTR2C	3358	ChemblInteractions
ENSG00000202542			Ensembl
ENSG00000100979	PLTP	5360	HingoraniCasas
ENSG00000201161	RN7SKP10	100873873	Ensembl
ENSG00000129467	ADCY4	196883	RussLampel
ENSG00000186566	GPATCH8	23131	Ensembl
ENSG00000186867	QRFPR	84109	RussLampel
ENSG00000234432			Ensembl
ENSG00000239429			Ensembl
ENSG00000187486	KCNJ11	3767	HingoraniCasas
ENSG00000103522	IL21R	50615	Ensembl
ENSG00000264563	MIR4633	100616175	Ensembl
ENSG00000227887	RPS26P13	100271106	Ensembl
ENSG00000178586	OR6B3	150681	Ensembl
SCP2	SCP2	6342	GO
ENSG00000274800			Ensembl
ENSG00000224598	RPS5P2	100130240	Ensembl
ENSG00000224389	C4B	721	HingoraniCasas
ENSG00000238236	MTCYBP14	107075120	Ensembl
ENSG00000224397	SMIM25	100506115	Ensembl
ENSG00000215179			Ensembl
CARM1	CARM1	10498	BaderLabGenes
ENSG00000234882	EIF3EP1	3647	Ensembl
ENSG00000268279			Ensembl
TTDC00170	PDE4A	5141	TTD
ENSG00000239078	RNU7-55P	6075	Ensembl
4888	NPY6R	4888	dGene
ENSG00000124374	PAIP2B	400961	Ensembl
APOC2	APOC2	344	GO
ENSG00000248533			Ensembl
ENSG00000171848	RRM2	6241	HingoraniCasas
ENSG00000256211			Ensembl
ENSG00000233970			Ensembl
ATM	ATM	472	ClearityFoundationBiomarkers
ENSG00000104833	TUBB4A	10382	HingoraniCasas
2358	FPR2	2358	dGene
ENSG00000261466			Ensembl
ENSG00000201529			Ensembl
TNFRSF10A	TNFRSF10A	8797	GO
TTDC00019	CTSG	1511	TTD
ENSG00000272304			Ensembl
ENSG00000207946	MIR516B1	574490	Ensembl
ENSG00000224818			Ensembl
2087	MAP4K3	8491	GuideToPharmacologyGenes
ENSG00000228100	LINC01820	105374582	Ensembl
S100A10	S100A10	6281	GO
ENSG00000187999	HNRNPA1P61	100288283	Ensembl
ENSG00000230481	IGKV1OR22-5	28850	Ensembl
ENSG00000278733			Ensembl
ENSG00000255692			Ensembl
ENSG00000169047	IRS1	3667	Ensembl
ENSG00000173040	EVC2	132884	Ensembl
ENSG00000234099	MTND4P11	100873255	Ensembl
ENSG00000273894	SLC20A1P2	192128	Ensembl
TTDS00164	CASR	846	TTD
TTDC00186	IL9	3578	TTD
ENSG00000279434			Ensembl
ENSG00000278189	RNA5-8SN5	100008587	Ensembl
P20594	NPR2	4882	TdgClinicalTrial
ENSG00000226701	RPL15P14	100271283	Ensembl
ENSG00000172294	CSPG4P4Y	100287502	Ensembl
HLA-B	HLA-B	3106	FDA
ENSG00000231389	HLA-DPA1	3113	HingoraniCasas
HK1	HK1	3098	NCI
ENSG00000117528	ABCD3	5825	Ensembl
ENSG00000198807	PAX9	5083	Ensembl
POLR2E	POLR2E	5434	GO
ENSG00000115233	PSMD14	10213	HingoraniCasas
SP7	SP7	121340	NCI
ENSG00000252607			Ensembl
Q8IVB4	SLC9A9	285195	HopkinsGroom
ENSG00000222068	RN7SKP154	106480881	Ensembl
P54289	CACNA2D1	781	TEND
ENSG00000211642	IGLV10-54	28772	HingoraniCasas
TMPRSS11A	TMPRSS11A	339967	GO
Q99250	SCN2A	6326	TdgClinicalTrial
ENSG00000239713	APOBEC3G	60489	Ensembl
PCYOX1	PCYOX1	51449	GO
ENSG00000086827	ZW10	9183	Ensembl
ENSG00000136156	ITM2B	9445	Ensembl
Q330K2	NDUFAF6	137682	HopkinsGroom
MLH3	MLH3	27030	GO
ENSG00000179097	HTR1F	3355	Ensembl
ENSG00000250149			Ensembl
6046	BRD2	6046	dGene
P47901	AVPR1B	553	HopkinsGroom
SPDYA	SPDYA	245711	GO
ENSG00000274552	MIR6889	102466758	Ensembl
GTF2H1	GTF2H1	2965	GO
Q13315	ATM	472	HopkinsGroom
ENSG00000283393			Ensembl
P37231	PPARG	5468	TdgClinicalTrial
ENSG00000241170			Ensembl
ENSG00000225511	LINC00475	158314	Ensembl
P26358	DNMT1	1786	TEND
ENSG00000206028			Ensembl
CDK2	CDK2	1017	CancerCommons
AKT1	AKT1	207	CKB
ENSG00000259235			Ensembl
ENSG00000260989			Ensembl
P06239	LCK	3932	TEND
ENSG00000133639	BTG1	694	Ensembl
P30532	CHRNA5	1138	HopkinsGroom
ENSG00000162783	IER5	51278	Ensembl
LMO1	LMO1	4004	MskImpact
Q8NGY1	OR10Z1	128368	HopkinsGroom
ENSG00000284363	MIR224	407009	Ensembl
ENSG00000278977			Ensembl
ENSG00000270115			Ensembl
ENSG00000233251			Ensembl
ENSG00000199910	RNA5S10	100169761	Ensembl
ENSG00000268941	LINC01711	79160	Ensembl
ENSG00000187446	CHP1	11261	Ensembl
ENSG00000074416	MGLL	11343	Ensembl
ENSG00000283815	MIR18A	406953	Ensembl
ENSG00000255252			Ensembl
ENSG00000258394			Ensembl
ENSG00000171867	PRNP	5621	Ensembl
ENSG00000261728			Ensembl
ENSG00000177261	ENSAP3	100128203	Ensembl
ENSG00000233045			Ensembl
ENSG00000279088			Ensembl
ENSG00000172264	MACROD2	140733	Ensembl
NOD2	NOD2	64127	GO
ENSG00000113448	PDE4D	5144	HingoraniCasas
ROCK1	ROCK1	6093	GO
ENSG00000225513			Ensembl
ENSG00000201959			Ensembl
SLC35D3	SLC35D3	340146	GO
UFD1	UFD1	7353	GO
ENSG00000200343	RNA5S8	100169759	Ensembl
ENSG00000198842	DUSP27	92235	Ensembl
ENSG00000143811	PYCR2	29920	Ensembl
ATP6V0E2	ATP6V0E2	155066	GO
ENSG00000261049			Ensembl
ENSG00000276542			Ensembl
ENSG00000167930	FAM234A	83986	Ensembl
ENSG00000252157	RNU6-479P	106481331	Ensembl
UTS2B	UTS2B	257313	GO
ENSG00000250576			Ensembl
IKBKE	IKBKE	9641	GO
ENSG00000230910			Ensembl
A6NJZ3	OR6C65	403282	HopkinsGroom
USP43	USP43	124739	GO
691	AQP4	361	GuideToPharmacologyGenes
ENSG00000225194	LINC00092	100188953	Ensembl
ENSG00000175985	PLEKHD1	400224	Ensembl
ENSG00000207196			Ensembl
ENSG00000235574			Ensembl
ENSG00000186190	BPIFB3	359710	HingoraniCasas
1326	MAP3K8	1326	dGene
BIN1	BIN1	274	GO
ENSG00000237037	NDUFA6-AS1	100132273	Ensembl
ENSG00000117640	MTFR1L	56181	Ensembl
ENSG00000254343			Ensembl
ENSG00000115648	MLPH	79083	Ensembl
ARID1A	ARID1A	8289	MskImpact
ENSG00000229551	GAPDHP17	360008	Ensembl
GRM3	GRM3	2913	GO
ENSG00000244153	WWP1P1	339843	Ensembl
ENSG00000226247	SUPT4H1P1	100190947	Ensembl
ENSG00000278348			Ensembl
ENSG00000249002			Ensembl
ENSG00000099810	MTAP	4507	HingoraniCasas
ENSG00000280104			Ensembl
ENSG00000118412	CASP8AP2	9994	Ensembl
MAP3K1	MAP3K1	4214	GO
ENSG00000109084	TMEM97	27346	Ensembl
ENSG00000266405	CBX3P2	645158	Ensembl
ENSG00000280418			Ensembl
ENSG00000258736			Ensembl
ENSG00000107185	RGP1	9827	Ensembl
ENSG00000178934	LGALS7B	653499	Ensembl
2211	STK10	6793	GuideToPharmacologyGenes
ENSG00000212479			Ensembl
ENSG00000091704	CPA1	1357	RussLampel
ENSG00000164828	SUN1	23353	Ensembl
ENSG00000260142			Ensembl
ENSG00000207827	MIR30A	407029	Ensembl
ENSG00000185245	GP1BA	2811	HingoraniCasas
AGER	AGER	177	NCI
ENSG00000248124	RRN3P1	730092	Ensembl
ENSG00000143452	HORMAD1	84072	Ensembl
ENSG00000230289			Ensembl
FNDC5	FNDC5	252995	GO
P43657	LPAR6	10161	HopkinsGroom
ENSG00000114316	USP4	7375	Ensembl
ENSG00000236541	VN2R9P	648315	Ensembl
ENSG00000225878	SERBP1P2	359996	Ensembl
ENSG00000278498			Ensembl
6869	TACR1	6869	dGene
ENSG00000270965	NTAN1P1	100420389	Ensembl
ENSG00000260071			Ensembl
CXCL17	CXCL17	284340	GO
ENSG00000231428	LINC00396	104355146	Ensembl
ABCA13	ABCA13	154664	GO
ENSG00000255393			Ensembl
ENSG00000157703	SVOPL	136306	RussLampel
ENSG00000132881	RSG1	79363	Ensembl
ENSG00000203280			Ensembl
ENSG00000251501			Ensembl
ENSG00000159692	CTBP1	1487	Ensembl
LRP1B	LRP1B	53353	CIViC
ENSG00000139218	SCAF11	9169	Ensembl
TTDC00087	CXCR2	3579	TTD
ENSG00000099977	DDT	1652	Ensembl
ENSG00000165511	C10ORF25	220979	Ensembl
E9PLN8			GO
ENSG00000228136			Ensembl
ENSG00000135862	LAMC1	3915	HingoraniCasas
ENSG00000118946	PCDH17	27253	Ensembl
ENSG00000233953			Ensembl
Q8WXD0	RXFP2	122042	HopkinsGroom
ENSG00000272758			Ensembl
ENSG00000240240			Ensembl
ENSG00000221852	KRTAP1-5	83895	Ensembl
ENSG00000243549	RN7SL705P	106481856	Ensembl
BRAF	BRAF	673	ClearityFoundationBiomarkers
